[22:33:10] [Datafixer Bootstrap/INFO]: 237 Datafixer optimizations took 396 milliseconds
[22:33:15] [Render thread/INFO]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[22:33:15] [Render thread/INFO]: Setting user: Player
[22:33:15] [Render thread/INFO]: Backend library: LWJGL version 3.3.3+5
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chiseled_bookshelf.insert
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chiseled_bookshelf.insert.enchanted
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chiseled_bookshelf.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chiseled_bookshelf.pickup
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chiseled_bookshelf.pickup.enchanted
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chiseled_bookshelf.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chorus_flower.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.chorus_flower.grow
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.chorus_fruit.teleport
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.cobweb.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.cobweb.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.cobweb.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.cobweb.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.cobweb.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cod.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cod.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cod.flop
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cod.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.comparator.click
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.composter.empty
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.composter.fill
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.composter.fill_success
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.composter.ready
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.conduit.activate
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.conduit.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.conduit.ambient.short
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.conduit.attack.target
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.conduit.deactivate
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_bulb.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_bulb.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_bulb.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_bulb.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_bulb.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_bulb.turn_on
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_bulb.turn_off
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_door.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_door.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_grate.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_grate.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_grate.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_grate.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_grate.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_trapdoor.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.copper_trapdoor.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.coral_block.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.coral_block.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.coral_block.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.coral_block.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.coral_block.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cow.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cow.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cow.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cow.milk
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.cow.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.crafter.craft
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.crafter.fail
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.activate
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.deactivate
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.attack
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.freeze
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.unfreeze
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.spawn
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creaking.sway
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.idle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.creaking_heart.spawn
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creeper.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creeper.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.creeper.primed
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.crop.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crop.plant
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.loading_end
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.loading_middle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.loading_start
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.quick_charge_1
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.quick_charge_2
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.quick_charge_3
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.crossbow.shoot
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.insert
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.insert_fail
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.decorated_pot.shatter
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_bricks.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_bricks.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_bricks.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_bricks.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_bricks.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_tiles.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_tiles.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_tiles.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_tiles.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.deepslate_tiles.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dispenser.dispense
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dispenser.fail
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dispenser.launch
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.ambient_water
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.attack
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.play
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.splash
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dolphin.swim
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.donkey.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.donkey.angry
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.donkey.chest
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.donkey.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.donkey.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.donkey.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.donkey.jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dripstone_block.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dripstone_block.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dripstone_block.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dripstone_block.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.dripstone_block.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.drip_lava
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.drip_water
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.drip_lava_into_cauldron
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pointed_dripstone.drip_water_into_cauldron
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.big_dripleaf.tilt_down
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.big_dripleaf.tilt_up
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.ambient_water
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.death_water
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.hurt_water
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.shoot
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.drowned.swim
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.dye.use
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.egg.throw
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.ambient_land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.curse
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.death_land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.flop
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.elder_guardian.hurt_land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.elytra.flying
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.enchantment_table.use
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.ender_chest.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.ender_chest.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_dragon.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_dragon.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.dragon_fireball.explode
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_dragon.flap
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_dragon.growl
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_dragon.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_dragon.shoot
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_eye.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_eye.launch
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.enderman.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.enderman.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.enderman.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.enderman.scream
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.enderman.stare
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.enderman.teleport
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.endermite.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.endermite.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.endermite.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.endermite.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ender_pearl.throw
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.end_gateway.spawn
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.end_portal_frame.fill
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.end_portal.spawn
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.cast_spell
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.celebrate
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker_fangs.attack
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.prepare_attack
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.prepare_summon
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.evoker.prepare_wololo
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.experience_bottle.throw
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.experience_orb.pickup
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.fence_gate.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.fence_gate.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.firecharge.use
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.blast
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.blast_far
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.large_blast
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.large_blast_far
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.launch
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.shoot
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.twinkle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.firework_rocket.twinkle_far
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.fire.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.fire.extinguish
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fish.swim
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fishing_bobber.retrieve
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fishing_bobber.splash
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fishing_bobber.throw
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.flintandsteel.use
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.flowering_azalea.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.flowering_azalea.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.flowering_azalea.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.flowering_azalea.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.flowering_azalea.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.aggro
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.bite
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.screech
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.sleep
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.sniff
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.spit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.fox.teleport
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_sand.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_sand.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_sand.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_sand.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_sand.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_gravel.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_gravel.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_gravel.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_gravel.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.suspicious_gravel.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.froglight.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.froglight.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.froglight.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.froglight.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.froglight.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.frogspawn.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.frogspawn.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.frogspawn.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.frogspawn.hatch
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.frogspawn.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.frogspawn.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.lay_spawn
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.long_jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.frog.tongue
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.roots.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.roots.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.roots.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.roots.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.roots.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.furnace.fire_crackle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.big_fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.burn
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.drink
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.explode
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.extinguish_fire
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.small_fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.splash
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.generic.swim
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ghast.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ghast.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ghast.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ghast.scream
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ghast.shoot
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.ghast.warn
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gilded_blackstone.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gilded_blackstone.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gilded_blackstone.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gilded_blackstone.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gilded_blackstone.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.glass.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.glass.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.glass.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.glass.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.glass.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.glow_ink_sac.use
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_item_frame.add_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_item_frame.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_item_frame.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_item_frame.remove_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_item_frame.rotate_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_squid.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_squid.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_squid.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.glow_squid.squirt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.long_jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.milk
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.prepare_ram
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.ram_impact
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.horn_break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.death
